Date,SMALL LoPRIOR,ME1 PRIOR2,ME1 PRIOR3,ME1 PRIOR4,SMALL HiPRIOR,ME2 PRIOR1,ME2 PRIOR2,ME2 PRIOR3,ME2 PRIOR4,ME2 PRIOR5,ME3 PRIOR1,ME3 PRIOR2,ME3 PRIOR3,ME3 PRIOR4,ME3 PRIOR5,ME4 PRIOR1,ME4 PRIOR2,ME4 PRIOR3,ME4 PRIOR4,ME4 PRIOR5,BIG LoPRIOR,ME5 PRIOR2,ME5 PRIOR3,ME5 PRIOR4,BIG HiPRIOR
192905, -13.94, -15.82, -13.20, -11.85, -15.22, -16.95,  -9.30,  -9.39,  -7.90, -13.66, -13.44,  -9.22,  -6.74,  -7.17,  -6.92, -12.05,  -6.24,  -4.99,  -7.76,  -6.96,  -6.73,  -6.47,  -5.63,  -3.36,  -6.02
192906,   7.45,   4.68,  -1.12,   6.80,   2.05,   7.88,   6.11,   4.33,   6.58,   2.46,  14.61,  11.55,   7.52,   3.83,   2.54,   9.54,  12.36,  11.89,   6.92,   3.58,  11.66,   8.96,  10.32,   8.10,  14.43
192907,  -2.54,   1.51,  -1.97,  -2.05,  -3.06,   2.75,  -1.22,   3.41,   1.91,   0.79,   1.33,   4.45,   5.38,   2.58,  -2.06,  -0.04,   2.05,   2.11,   4.69,   1.96,   0.07,   2.73,   3.45,   8.25,   6.99
192908,   0.58,  -4.10,  -4.25,   0.68,  -5.63,   1.00,  -0.04,   3.64,   2.63,  -0.94,   2.38,   2.91,   1.55,   1.65,   3.24,  -0.51,   3.43,   2.69,   4.12,   4.77,  11.92,   6.77,  10.20,   9.64,  11.50
192909,  -7.48,  -6.39,  -7.35,  -8.78, -10.63,  -6.20,  -5.09,  -4.31,  -2.91,  -5.76,  -3.35,  -1.55,  -1.30,  -5.58,  -1.78,   2.31,  -0.96,  -1.58,  -5.57,  -5.08,  -6.51,  -5.58,  -2.09,  -6.73,  -5.87
192910, -23.13, -31.96, -20.35, -19.79, -16.28, -25.69, -21.46, -20.17, -18.37, -28.26, -27.32, -20.18, -17.36, -13.77, -26.20, -33.41, -17.78, -17.00, -20.84, -20.04, -22.68, -16.83, -19.43, -18.77, -21.15
192911, -11.57, -18.22, -10.68, -13.03, -15.05, -17.63, -15.45,  -8.03, -10.34, -12.07, -20.26, -14.49, -10.80, -12.67,  -9.19, -21.29, -14.72, -12.61,  -9.26,  -6.98, -19.18, -14.32, -14.22, -11.45,  -8.05
192912, -11.51, -10.50,  -6.64, -14.67,  -4.84, -10.17,  -4.06,  -1.75,   1.06,  -0.46,   3.15,  -2.01,  -4.44,   2.92,  -4.66,  -0.37,   1.22,   6.27,  -3.18,  -2.18,   4.10,   4.27,   2.94,   0.22,  -2.29
193001,  26.73,  23.26,  13.11,   7.33,   3.53,  22.63,  14.87,  13.48,   3.39,  11.17,  18.58,   6.88,   8.57,   6.83,   4.04,   6.21,   7.72,   9.37,   4.76,   2.57,  -2.28,   6.03,   3.73,   4.84,   7.46
193002,   7.25,  -1.86,   4.27,  15.36,   3.87,   7.58,   3.75,   6.55,   0.49,   2.54,   5.84,   2.32,   0.60,   2.01,   1.93,   4.09,  -1.77,   2.71,  -0.64,   2.83,  -2.01,   3.89,   3.44,   4.81,   5.69
193003,  21.28,   6.57,  10.43,  26.27,  13.90,  10.68,  12.69,   7.90,   7.45,   3.52,  15.27,  10.31,  12.66,  12.15,  10.68,  11.32,   4.63,   4.76,   5.02,  10.00,  11.98,   2.44,   7.19,   7.41,  11.19
193004,  -5.35,  -3.67,  -0.14,  -8.99,  -1.30,  -4.07,  -3.15,  -7.40,  -2.60,  -7.09,  -0.74,  -2.48,  -6.72,  -5.53,  -4.75,  -8.89,  -2.61,  -5.08,  -2.83,  -2.08,   1.67,  -1.31,  -4.25,  -1.48,   6.60
193005,  -5.21,  -9.94, -10.17,  -7.67,  -9.05,  -6.78,  -3.72,   1.00,  -3.30,  -7.82,  -1.61,  -2.53,  -2.91,  -2.35,  -3.39,  -3.53,  -2.04,  -4.19,  -3.85,  -4.77,   2.63,  -1.37,   0.50,  -1.22,  -3.15
193006, -22.98, -22.51, -19.12, -16.68, -16.76, -26.28, -21.92, -20.15, -18.37, -20.91, -25.28, -17.65, -18.59, -14.72, -21.15, -23.02, -19.65, -14.17, -16.05, -17.71, -23.74, -17.69, -16.45, -12.65, -16.32
193007,  10.18,   4.61,   2.28,  -7.02,  -7.72,   7.47,   5.29,   2.80,  -0.25,   1.25,  11.05,   5.84,   5.03,   2.70,   1.42,   9.61,   8.47,   3.30,   2.77,  -0.40,   7.24,   7.95,   5.49,   3.04,   2.01
193008,  -2.76,  -4.50,   3.18,  -4.72,  -8.35,   1.06,  -3.14,   0.04,  -3.07,  -3.48,  -1.91,  -0.35,  -0.19,  -2.10,  -4.55,   2.72,  -0.67,  -0.23,   0.64,  -3.38,  -0.76,   0.34,   1.66,   0.97,  -1.31
193009, -19.24, -22.41, -22.49, -23.80, -21.73, -20.56, -15.45, -14.66, -13.91, -18.81, -19.37, -15.00,  -9.81, -12.50, -16.79, -19.09, -14.29, -10.86, -13.31, -13.14, -17.57, -11.68, -14.27,  -9.73, -12.97
193010,  -8.02, -14.20,  -9.09,  -8.95, -15.94,  -7.85,  -9.48, -11.40, -15.96,  -8.95, -15.68, -12.56,  -9.11,  -9.16,  -5.31, -11.32, -11.49,  -9.70, -10.03,  -5.68, -25.43, -11.78, -10.36,  -6.32,  -5.41
193011,   5.34,  -2.12,  -6.61,  -4.27,  -7.10,  -0.33,   1.13,  -0.72,  -4.36,  -4.84,  -2.28,  -2.06,  -2.80,  -3.24,  -3.67,  -3.69,  -1.38,  -0.73,  -1.06,  -2.45,  -2.32,  -3.08,  -2.30,  -3.73,  -1.62
193012, -27.88, -19.03, -20.33, -18.56, -17.76, -15.88, -18.86, -14.90, -13.36, -23.13, -12.12, -13.10, -10.43,  -9.69,  -8.75, -15.72, -12.98,  -8.76, -10.68,  -8.04,  -8.69,  -7.69,  -5.75,  -5.26, -14.41
193101,  33.30,  18.75,  16.81,   8.65,  -2.12,  25.55,  13.07,  12.59,  10.58,  11.44,  32.84,  13.45,  13.26,   7.80,   3.08,  22.71,  11.10,  10.01,   4.34,   2.87,  20.98,  10.23,   7.48,   4.92,   3.80
193102,  25.54,  30.49,  18.64,  31.50,  29.68,  15.49,  11.73,  16.36,  15.82,  12.41,  16.10,  16.32,  11.69,  13.51,  16.38,  10.16,  11.74,  11.34,  12.04,  14.08,  12.19,   9.99,   9.33,  11.30,  27.62
193103,  -4.09, -15.12,   3.00,  -9.42,  -7.58,  -4.16,  -4.50,  -2.00,  -7.68, -12.13,  -3.34,  -3.11,  -5.54,  -7.54, -12.46,  -8.33,  -4.36,  -7.98,  -8.13, -12.84,  -5.72,  -6.52,  -3.42,  -7.04, -11.33
193104, -16.14, -26.29, -16.90, -21.40, -25.27, -20.22, -15.90, -17.11, -15.70, -16.47, -19.09, -18.89, -14.56, -12.94, -13.27, -20.00, -19.62, -12.55,  -9.63,  -7.93, -13.48, -12.36, -10.43,  -5.87,  -9.37
193105,  -9.72, -16.04, -15.06, -17.40, -15.49, -17.58, -14.51, -16.14, -12.05,  -6.52, -22.12, -13.93, -12.20, -11.58, -10.47, -18.51, -19.96, -16.52, -12.53, -11.72,  -9.87, -19.60, -14.68, -13.66, -10.91
193106,  42.13,  14.00,  16.51,  26.48,   4.62,  33.45,  19.28,  23.16,   7.32,   9.97,  27.44,  25.63,  11.73,  10.37,   7.28,  34.15,  23.39,  14.56,  11.20,   3.20,  22.07,  17.04,  12.98,  12.00,   6.46
193107,  -1.76,  -7.63,  -9.94,  -5.18, -11.89,  -3.03,  -5.21,  -8.41,  -7.61,  -8.28,  -1.71,  -7.89,  -5.97, -10.33, -13.08,   1.89,  -2.81,  -8.37,  -6.52, -13.44,  -2.17,  -4.34,  -7.00, -11.43, -13.12
193108,  -3.42,  -8.38,  -4.19,  -8.34,  -4.98,  -2.98,   4.19,  -3.02,  -3.86,  -1.74,  -1.67,  -3.37,   0.66,   0.80,  -4.76,  -2.05,   0.95,  -0.12,   1.21,  -0.12,  -1.51,   2.61,  -0.20,   0.12,   1.80
193109, -30.65, -31.14, -35.15, -35.72, -32.37, -33.29, -33.46, -28.30, -35.09, -35.64, -29.48, -34.47, -31.78, -27.84, -33.76, -36.48, -34.11, -23.37, -31.96, -36.48, -22.44, -22.54, -30.36, -29.64, -29.75
193110,  20.13,  23.12,   9.93,   4.37,  -6.70,  23.30,  14.69,  14.09,   8.55,  -6.44,  23.75,  19.22,   7.15,   5.36,  -1.54,  12.49,  18.50,  11.64,   6.71,  -1.13,  14.25,  14.99,  11.19,   6.63,  -0.88
193111,  -8.45, -11.64,  -4.56, -12.35, -13.49,  -8.34,  -6.94,  -4.70, -12.50, -11.87,  -7.08,  -4.19,  -7.61,  -9.50, -13.45,  -5.17,  -9.06, -10.86, -12.96,  -6.39, -19.25,  -7.97,  -7.24,  -8.26, -10.85
193112, -17.86, -24.25, -17.37, -30.31, -28.51, -19.97, -20.05, -16.32, -21.82, -24.57, -25.08, -19.69, -15.59, -16.74, -14.20, -25.29, -14.14, -14.19, -13.89,  -7.69, -21.25, -19.20, -11.88,  -9.89, -12.37
193201,  37.26,  22.71,   0.81,  19.63,  -1.71,  12.78,  13.97,   6.29,  14.13,  -2.02,  18.14,  10.74,   5.92,   1.20,  -2.87,  16.48,   8.55,   6.45,  -3.63,  -5.49,  19.02,   4.26,   0.40,  -4.52,  -3.07
193202,   5.86,  -2.22,   4.99,  -2.89,  -2.89,   8.52,   2.29,   1.33,   0.61,  -1.46,   4.47,   4.25,   4.83,  -1.55, -15.23,   4.18,   5.94,   3.07,   4.65,  -5.63,   7.53,   7.50,   5.83,   1.37,   1.97
193203,  -9.75, -11.98, -23.49, -18.15, -11.39,  -6.41, -12.80, -14.45, -16.44, -18.46, -11.44, -13.59, -10.53, -10.63, -16.04, -16.80,  -8.31,  -8.93, -10.68, -15.11, -17.10,  -9.81, -10.58, -10.98, -10.60
193204, -14.25, -24.81, -22.53, -15.83, -32.61, -21.98, -21.72, -12.87, -21.07, -15.40, -15.54, -20.44, -16.94, -16.25, -18.34, -22.55, -19.47, -16.80, -14.33, -12.66, -22.23, -22.86, -17.44, -15.58, -15.39
193205, -11.35,  -8.58, -18.91,   1.15,  -3.62, -20.51, -31.48, -19.77, -21.56, -21.57, -29.92, -30.45, -21.04, -21.91, -21.31, -20.32, -30.58, -24.10, -26.99, -21.52, -18.74, -20.98, -20.73, -19.87, -17.73
193206,  25.47,   1.12,  -4.10,  -3.74, -10.34,  21.59,   6.90,  -2.05,   2.28,  -9.38,  11.78,  16.10,  -1.31,  -0.58,  -7.42,  14.14,   5.42,   0.02,   5.94,  -5.96,  19.89,   4.45,  -2.91,  -8.58,   1.73
193207,  57.08,  35.18,  23.51,  53.47,  31.10,  63.30,  38.48,  43.64,  43.82,  58.58,  49.89,  41.42,  34.99,  40.13,  50.29,  40.19,  40.74,  35.40,  46.40,  34.83,  49.50,  23.45,  28.64,  41.82,  49.63
193208, 107.84, 105.10, 118.00,  76.68,  83.54,  72.66,  61.63,  63.90,  75.25,  72.11,  41.35,  56.77,  55.70,  45.04,  75.27,  29.92,  30.93,  41.79,  61.95,  97.56,  22.83,  28.35,  29.29,  48.76,  53.63
193209,   0.34,  -1.81,  -7.13, -10.32, -19.47,  -3.72,  -6.81,  -8.31, -12.91, -14.95,  -2.40,  -0.58,  -8.64,  -3.07, -15.43,   0.68,   1.57,  -2.12,  -5.16, -12.29,  -5.40,   1.07,  -4.25,  -4.29, -16.28
193210, -16.04, -15.33, -17.90, -18.71, -27.42, -19.30, -12.53, -18.64, -16.15, -16.89, -10.37, -18.98, -17.83, -14.96, -22.53, -24.85, -15.99, -16.14, -12.96, -18.72, -20.95, -10.12, -11.89, -10.13, -18.25
193211,   2.29,  -9.39,  -7.46, -16.51, -13.92,  -1.46, -10.98, -13.02,  -7.22,  -5.44,  -6.74,  -7.59, -10.22, -10.19,  -7.56, -11.16,  -9.00,  -6.19,  -4.40,   1.45, -15.95,  -5.16,  -7.43,  -3.37,  -7.52
193212,  -4.61,  -7.72, -14.12, -24.25, -16.72,  -9.26,  -8.28,  -5.23,  -8.41, -13.10,   2.07,  -2.87,  -2.34,  -5.76,  -8.25,   0.10,   1.03,   2.57,  -0.79,   0.77,   0.98,   1.34,   6.09,   5.09,   9.23
193301,  10.29,   2.04,   1.77, -14.25,   1.03,   9.57,   5.01,  -0.32,   4.93,  -2.28,  12.20,   5.95,   4.92,   9.13,   0.90,  -3.97,   6.48,  -2.23,   1.81,   0.05,  10.91,   1.42,  -1.18,   0.46,   2.21
193302,  -5.40, -15.43, -18.51, -17.11, -25.33, -11.65, -14.44, -19.04, -18.73, -19.19, -17.05, -18.76, -18.00, -15.68, -22.87, -16.15, -16.70, -15.92, -14.52, -16.71, -16.12, -17.17, -14.52, -12.54, -15.88
193303,  31.49,  18.91,   9.20,  -0.28,   0.69,  19.68,  16.11,   9.82,  14.52,   3.96,  16.52,   4.88,  13.30,   4.77,  -0.67,   2.68,   8.83,  13.84,   7.67,  11.35,  10.43,   3.80,   1.91,   0.91,   5.59
193304,  75.57,  58.96,  79.95,  51.76,  43.67,  49.02,  42.58,  56.63,  69.60,  40.92,  52.33,  46.30,  48.16,  59.58,  54.16,  75.19,  51.11,  38.92,  67.83,  54.81,  27.99,  24.79,  37.46,  53.20,  60.77
193305, 106.35, 111.60, 104.33, 130.05,  77.81,  86.46,  90.91,  78.96,  73.72,  61.71,  49.04,  50.86,  53.05,  51.79,  49.69,  14.24,  25.98,  37.94,  34.21,  42.69,  18.08,  17.11,  15.69,  21.24,  21.85
193306,  64.87,  44.44,  53.39,  35.24,  24.76,  27.74,  22.04,  22.53,  15.35,  22.28,  20.57,  15.00,  21.65,  14.87,   9.46,   9.26,  18.50,  18.55,  11.94,  28.93,  10.70,  16.05,  13.98,   8.59,   8.04
193307,   7.51,  -3.94, -14.00, -13.04,  -9.44,  -3.06,  -5.14, -13.37, -15.18, -10.67, -10.22, -13.32, -14.20, -17.88, -19.39, -11.03,  -8.68, -10.18, -12.49, -16.82,  -6.52,  -8.05,  -7.89, -14.36, -12.67
193308,  15.67,   5.53,   2.25,  -3.54,   2.15,  13.12,  11.85,   7.63,   4.03,   6.42,  20.65,  17.01,  14.64,   9.48,  11.30,  26.34,  18.08,  15.34,  14.47,  15.35,  26.90,  10.49,  11.37,  10.73,  10.52
193309, -18.04, -24.96, -19.93, -17.28, -12.98, -14.46, -16.60, -15.08, -19.08, -18.50,  -8.40, -13.06, -17.63, -20.11, -16.86,  -8.65, -19.81, -14.20, -15.88,  -9.82, -12.80,  -8.51, -10.41,  -7.98, -11.84
193310,  -5.46, -16.23, -12.20, -14.94, -18.15,  -9.12, -13.93, -11.77, -15.55, -17.87, -11.59, -13.65, -11.54, -13.78,  -9.65, -14.42, -13.57,  -7.27, -11.04,  -8.30, -11.79, -13.53,  -8.98,  -6.94,  -6.13
193311,  10.38,   6.23,  20.54,   0.25,  -7.13,  11.70,   8.36,   2.93,   0.01,  -0.29,  10.81,  10.16,   4.09,   5.37,   3.97,  17.26,   7.67,   6.77,   5.18,  10.36,   7.46,  10.00,  14.13,   9.28,   8.35
193312,   4.38,  -2.99,  -7.99,  -4.81,   8.88,  -1.20,   2.37,   2.08,   1.28,  -0.55,  11.76,   6.01,   5.58,   5.73,   4.02,   1.90,  -1.30,   2.70,   1.38,   6.60,   1.09,   2.72,  -1.66,   0.49,   6.55
193401,  60.35,  53.52,  53.05,  29.35,  46.20,  49.82,  34.06,  34.36,  37.55,  34.03,  38.55,  36.01,  28.46,  28.43,  21.41,  25.04,  16.11,  18.18,  17.68,  21.14,  16.45,   8.35,  10.44,  12.50,  10.27
193402,  10.45,  14.47,   7.56,   1.44,   6.40,   2.07,   4.24,   3.31,   1.27,   0.31,   2.94,   2.40,   0.98,  -0.81,  -1.76,  -0.35,  -3.16,  -1.06,  -3.62,  -4.89,  -1.64,  -4.30,  -2.14,  -2.58,  -4.35
193403,   3.29,  -0.88,  -3.06,   1.01,  -2.64,   3.67,   0.55,   2.44,  -0.68,  -0.57,   1.53,   0.97,  -1.68,   0.25,  -3.50,   2.64,   0.06,   1.62,   4.36,   0.04,   1.40,  -0.34,  -0.91,   1.02,   2.28
193404,   4.78,   8.82,  -1.62,   4.78,   2.60,   1.95,  -2.99,   0.31,  -0.27,   0.31,   3.04,  -0.85,  -0.89,  -3.29,  -0.74,   1.27,  -2.04,  -2.66,  -0.74,  -3.56,   2.10,  -4.69,  -2.14,  -0.37,  -1.19
